Pantone,L*,a*,b*,DC21-001 Extender,DC21-101 Bright Red,DC21-102 Rubine,DC21-114 Rhodamine,DC21-201 Orange,DC21-304 Yellow,DC21-402 Green,DC21-501 Process Blue,DC21-604 Violet,DC21-802 Black
PANTONE 4207 C,62.67,-17.46,14.12,72.9,0,3.23,0,0,16.68,0,7.19,0,0
PANTONE 4208 C,43.06,-23.58,8.04,44.94,0,0,0,9.28,0,33.29,0,0,12.49
PANTONE 4209 C,34.4,-13.37,1.39,16.17,0,18.01,0,0,25.59,40.23,0,0,0
PANTONE 421 C,73.02,0,-2.4,94.79,0,0,0,0,0,0,0.72,0.72,3.77
PANTONE 4210 C,30.69,-13.28,2.17,2.79,0,20.87,0,0,30.58,45.76,0,0,0
PANTONE 4211 C,84.92,-10.37,29.26,89.07,0,0,0,0,8.66,1.47,0,0.8,0
PANTONE 4212 C,65.95,-26.44,47.15,53.83,0,0,0,0,32.28,9.72,0,0,4.17
PANTONE 4213 C,55.34,-24.32,40.78,28.23,0,0,8.5,0,52.07,0,11.2,0,0
PANTONE 4214 C,47.46,-15.77,13.69,38.85,0,0,0,0,28.96,19.11,0,13.08,0
PANTONE 4215 C,43.24,-16.28,20.84,14.82,0,0,20.87,0,47.37,0,16.94,0,0
PANTONE 4216 C,34.39,-18.03,25.23,13.86,0,0,0,0,37.24,21.4,0,0,27.5
PANTONE 4217 C,37.25,-14.56,28.89,22.06,0,0,0,0,45.92,0,9.01,0,23.01
PANTONE 4218 C,72.67,-3.97,7.62,92.35,0,0,0,0,2.41,0,0.85,0,4.39
PANTONE 4219 C,68.64,-2.99,5.35,82.82,0,0,0,0,8.02,4.02,0,5.14,0
PANTONE 422 C,66.16,0.07,-4.02,82.67,9.4,0,0,0,0,7.55,0.38,0,0
PANTONE 4220 C,56.99,-1.7,6.09,70.09,12.81,0,0,0,9.87,0,7.23,0,0
PANTONE 4221 C,51.62,-4.51,12.51,58.49,0,0,0,17.5,0,18.66,0,5.35,0
PANTONE 4222 C,48.77,-2.21,6.68,51.59,0,0,0,0,22.74,10.82,0,14.85,0
PANTONE 4223 C,43.41,-4.8,10.09,35.8,0,0,0,0,31.32,14.8,0,18.08,0
PANTONE 4224 C,29.52,-6.17,6.82,47.33,0,0,0,0,8.2,0,6.86,0,37.61
PANTONE 4225 C,55.18,3.22,6.95,57.4,0,0,17.83,0,17.8,0,6.97,0,0
PANTONE 4227 C,43.78,-0.98,10.86,37.18,0,0,0,0,32.09,12.16,0,18.57,0
PANTONE 4228 C,36.5,-1.22,13,13.38,36.66,0,0,0,19.15,30.81,0,0,0
PANTONE 4229 C,38.46,-1,8.04,25.19,0,0,0,0,36.06,15.42,0,23.33,0
PANTONE 423 C,58.13,-0.15,-3.98,85.27,0,0,3.02,0,0,0,2.59,0,9.12
PANTONE 4230 C,35.77,2.61,3.51,26.25,0,20.15,0,0,26.65,26.95,0,0,0
PANTONE 4231 C,39.44,3.16,5.81,34.41,0,17.48,0,0,25.46,22.65,0,0,0
PANTONE 4232 C,81.3,-11.25,77.29,49.81,0,0,1.26,0,47.65,0,1.28,0,0
PANTONE 4233 C,75.09,-11.45,80.58,26.21,0,1.48,0,0,68.47,3.84,0,0,0
PANTONE 4234 C,76.22,-11.65,46.21,70.76,0,0,0,0,24.08,2.95,0,2.21,0
PANTONE 4235 C,71.03,-5.05,23.37,78.07,0,0,0,0,14.65,3.14,0,4.14,0
PANTONE 4236 C,75.82,-7.22,39.14,72.56,0,0,4.5,0,19.16,3.78,0,0,0
PANTONE 4237 C,66.79,-2.8,32.46,61.11,0,0,9.73,0,22.67,6.49,0,0,0
PANTONE 4238 C,56.94,-4.59,27.56,69.39,0,0,0,0,17.91,0,1.09,0,11.61
PANTONE 4239 C,79.02,1.94,4.14,92.62,0,0,0,0,3.76,1.03,0,2.59,0
PANTONE 424 C,47.93,0.06,-2.65,75.43,0,3.38,0,0,0,7.03,0,0,14.16
PANTONE 4240 C,77.88,2.72,10.21,90.46,0,0,0,0,5.81,0.8,0,2.93,0
PANTONE 4241 C,71.11,3.09,16.62,78.81,0,0,7.41,0,11.41,0,2.37,0,0
PANTONE 4242 C,50.83,4.57,21.66,36.27,0,0,22.18,0,33.79,0,7.76,0,0
PANTONE 4243 C,47.03,8.02,18.24,60.14,0,0,7.75,0,15,0,0,0,17.11
PANTONE 4244 C,46.27,7.59,15.38,44.02,0,13.78,0,0,27.98,14.22,0,0,0
PANTONE 4245 C,34.71,3.13,9.19,60.31,1.53,0,0,0,3.42,0,0,0,34.74
PANTONE 4246 C,79.39,2.2,9.6,91.68,0,0,0,0,5.06,0.73,0,2.53,0
PANTONE 4247 C,79.19,4.59,10.27,92.6,0,0,0,0,4.53,0,0,2.12,0.75
PANTONE 4248 C,79.73,4.93,13.21,94.91,0,0,0,2.06,0.85,0,0,0,2.18
PANTONE 4249 C,72.19,5.87,16.83,88.49,2.66,0,0,0,5.1,0,0,0,3.75
PANTONE 425 C,36.91,-0.44,-3.69,61.6,9.76,0,0,0,0,0,7.98,0,20.66
PANTONE 4250 C,70.13,4.61,16.11,87.82,2.36,0,0,0,5.09,0,0,0,4.73
PANTONE 4251 C,68.08,5.91,20.73,77.44,0,0,0,0,15.88,0,0.69,5.99,0
PANTONE 4252 C,68.02,5.77,15.02,86.86,2.87,0,0,0,4.89,0,0,0,5.38
PANTONE 4253 C,69.37,6.69,12.08,88.81,2.99,0,0,0,3.41,0,0,0,4.79
PANTONE 4254 C,66.54,11.54,23.74,84.81,0,0,0,8.34,1.39,0,0,0,5.46
PANTONE 4255 C,63.9,6.44,16.58,83.01,3.64,0,0,0,6.42,0,0,0,6.93
PANTONE 4256 C,61.87,7.74,17.25,80.66,4.54,0,0,0,7.27,0,0,0,7.53
PANTONE 4257 C,54.5,9.54,8.04,65.88,0,9.94,0,0,15.06,9.12,0,0,0
PANTONE 4258 C,41.35,8.77,3.4,42.99,0,17.36,0,0,21.15,18.5,0,0,0
PANTONE 4259 C,17.6,3.76,4.92,26.91,0,0,0,0,3.97,0,0,4.47,64.65
PANTONE 426 C,15.61,-0.53,-3.06,17.83,0,0,11.88,0,0,0,11.92,0,58.37
PANTONE 4260 C,72.17,13.78,14.2,86.16,0,3.89,0,0,8.89,0,1.06,0,0
PANTONE 4261 C,51.03,17.92,27.39,47.92,0,0,16.34,0,25.87,0,0,0,9.87
PANTONE 4262 C,53.45,20.39,26.49,71.21,0,1.76,0,17.64,0,0,0,0,9.39
PANTONE 4263 C,53.01,23.17,29.05,66.69,0,0,0,22.43,0,0,0,3.99,6.89
PANTONE 4264 C,53.73,24.48,24.25,56.28,0,11.7,0,0,28.89,0,3.13,0,0
PANTONE 4265 C,48.45,23.06,23.32,46.16,0,14.25,0,0,34.89,0,4.7,0,0
PANTONE 4266 C,46.99,22.67,30.11,60.43,0,2.52,0,24.43,0,0,0,0,12.62
PANTONE 4267 C,73.77,5.12,6.21,94.14,0.88,0,0,1.02,0,0,0,0,3.96
PANTONE 4268 C,67.43,6.56,8.86,90.58,1.16,0,0,2.18,0,0,0,0,6.08
PANTONE 4269 C,62.49,8.07,14.44,82.81,4.43,0,0,0,5.44,0,0,0,7.32
PANTONE 427 C,84.54,0.28,-5.73,97.22,0,0,0,0.43,0,1.25,0,1.1,0
PANTONE 4270 C,57.07,4.43,11.62,81.38,0,1.52,0,0,5.86,0,0,0,11.24
PANTONE 4271 C,53.17,6.63,8.56,66.53,0,0,0,15.26,0,10.75,0,7.46,0
PANTONE 4272 C,46.6,8.76,7.25,51.69,0,13.95,0,0,20.18,14.18,0,0,0
PANTONE 4273 C,30.3,5.37,0.39,13.72,0,25.78,0,0,28.41,32.09,0,0,0
PANTONE 4274 C,73.99,0.02,-6.37,91.28,0,2.74,0,0,1.6,4.38,0,0,0
PANTONE 4275 C,70.96,-0.14,-2.61,90.94,0,1.32,0,4.09,0,0,3.65,0,0
PANTONE 4276 C,64.54,2.19,-4.43,86.17,0,0,4.88,0,0,3.66,0,0,5.29
PANTONE 4277 C,58.49,4.03,-5.59,75.57,0,0,0,0,8.84,5.3,0,10.29,0
PANTONE 4278 C,52.93,1.79,-5.13,69.98,0,7.13,0,7.03,0,15.86,0,0,0
PANTONE 4279 C,36.16,4.5,-3.37,62.06,0,6.54,0,0,0,8.53,0,0,22.87
PANTONE 428 C,79.49,-0.15,-6.42,96.17,0,0,0,0,0,1.33,0,1.24,1.26
PANTONE 4280 C,16.92,0.42,-9.13,16.66,0,0,0,0,0,21.09,0,19.4,42.85
PANTONE 4281 C,72.55,1.77,-3.96,90.18,0,0,3.21,3.4,0,0,3.21,0,0
PANTONE 4282 C,70.29,3.6,-3.53,84.53,0,0,6.52,2.81,0,6.14,0,0,0
PANTONE 4283 C,67.22,4.65,-2.23,84.68,0,0,0,0,6.24,2.66,0,6.42,0
PANTONE 4284 C,46.19,5.48,-6.23,58.17,0,0,14.35,14.57,0,0,12.91,0,0
PANTONE 4285 C,42.41,5.46,-7.01,51.07,0,0,16.83,16.82,0,0,15.28,0,0
PANTONE 4286 C,37.38,6.48,-4.94,50.29,0,0,0,22.92,0,0,14.31,12.48,0
PANTONE 4287 C,28.1,2.21,-0.87,53.64,0,0,0,0,0,0,3.4,4.93,38.03
PANTONE 4288 C,75.87,-1.06,-0.81,91.12,0,0,0,0,3.42,2.34,0,3.12,0
PANTONE 4289 C,63.32,1.95,-3.36,81.29,0,5.74,0,0,5.14,7.83,0,0,0
PANTONE 429 C,69.02,-0.92,-6.07,86.51,7.3,0,0,0,0,4.82,1.37,0,0
PANTONE 4290 C,58.65,4.36,-1.75,75.64,0,7.64,0,0,7.49,9.23,0,0,0
PANTONE 4291 C,47.12,4.12,-1.88,35.66,0,0,31.16,0,14.26,18.92,0,0,0
PANTONE 4292 C,46.6,3.8,-2.81,57.55,0,0,0,0,20.28,0,5.93,16.24,0
PANTONE 4293 C,39.95,6.22,-5.78,66.87,0,7.37,0,0,0,8.49,0,0,17.27
PANTONE 4294 C,35.6,4.58,-4.24,33.23,0,20.82,0,0,18.78,27.17,0,0,0
PANTONE 430 C,55.51,-1.84,-7.76,81.34,6.79,0,0,0,0,0,5.67,0,6.2
PANTONE 431 C,42.43,-2.17,-9.17,66.58,11.87,0,0,0,0,0,10.04,0,11.51
PANTONE 432 C,25.7,-2.25,-9.09,48.21,0,6.1,0,0,0,0,13.14,0,32.55
PANTONE 433 C,14.31,-1.48,-7.02,19.66,0,8.62,0,0,0,0,18.2,0,53.52
PANTONE 434 C,80.27,4.99,-2.38,93.31,0,0,3.03,1.27,0,2.39,0,0,0
PANTONE 435 C,74.23,6.26,-3.44,88.64,0,0,5.17,2.07,0,4.12,0,0,0
PANTONE 436 C,64.91,7.59,-2.85,78.59,0,0,9.2,4.4,0,7.81,0,0,0
PANTONE 437 C,44.9,8.98,-0.72,40.77,0,0,23.73,13.67,0,21.83,0,0,0
PANTONE 438 C,31.51,8.07,1.31,21.88,0,0,21.82,33.32,0,0,22.98,0,0
PANTONE 439 C,24.35,6.34,2.03,0,0,0,0,37.15,0,35.99,0,26.86,0
PANTONE 440 C,20.02,4.25,2.13,0,0,0,0,50.97,0,0,29.45,19.58,0
PANTONE 441 C,79.14,-2.82,-3.43,93.86,0,0,0,1.45,0,3.23,0,1.46,0
PANTONE 442 C,69.84,-3.87,-3.68,86.95,0,0,0,3.3,0,6.82,0,2.93,0
PANTONE 443 C,63.8,-4.43,-4.7,80.98,0,0,0,4.69,0,10.07,0,4.26,0
PANTONE 444 C,51.2,-4.74,-4.48,63.43,0,0,0,9.55,0,19.02,0,8,0
PANTONE 445 C,36.16,-3.88,-3.36,31.82,0,0,0,19.19,0,33.9,0,15.09,0
PANTONE 446 C,28.6,-3.5,-1.29,9.07,0,0,0,27.39,0,43.46,0,20.08,0
PANTONE 447 C,23.31,-2.19,0.84,8.87,0,0,0,45.37,0,0,33.07,12.69,0
PANTONE 448 C,28.74,2.06,15.31,40.89,0,0,0,0,14.64,0,0,0,44.47
PANTONE 4485 C,34.91,4.49,27.11,29.75,0,2.94,0,0,36.96,0,0,0,30.35
PANTONE 449 C,30.49,2.87,19.93,28.68,0,0,0,0,30.58,0,0,6.36,34.38
PANTONE 4495 C,51.07,3.21,38.5,48.3,0,1.88,0,0,35.72,0,0,0,14.1
PANTONE 450 C,32.32,4.2,23.33,0,0,18.95,0,0,65.78,0,15.27,0,0
PANTONE 4505 C,56.53,2.46,36.52,43.83,16.15,0,0,0,29.91,10.11,0,0,0
PANTONE 451 C,61.26,-1.27,26.32,65.27,0,5.2,0,0,25,0,4.53,0,0
PANTONE 4515 C,67.49,1.01,29.98,78.67,1.64,0,0,0,13.73,0,0,0,5.96
PANTONE 452 C,69.23,-1.01,20.27,79.62,0,3.32,0,0,14.29,0,2.77,0,0
PANTONE 4525 C,74.94,0.26,26.08,86.74,1.1,0,0,0,8.71,0,0,0,3.45
PANTONE 453 C,75.69,-1.03,15.11,87.96,0,2.09,0,0,8.21,0,1.74,0,0
PANTONE 4535 C,79.32,-0.32,23.16,90.58,0.74,0,0,0,6.33,0,0,0,2.35
PANTONE 454 C,80.14,-1,12.44,92.01,0,1.4,0,0,5.43,0,1.16,0,0
PANTONE 4545 C,81.62,-0.21,20.4,92.63,0.64,0,0,0,4.9,0,0,0,1.83
PANTONE 455 C,39.22,1.5,32.52,31.98,1.96,0,0,0,39.1,0,0,0,26.96
PANTONE 456 C,59.78,0.77,51.71,46.75,1.87,0,0,0,42.32,0,0,0,9.06
PANTONE 457 C,66.1,1.9,63.74,41.17,2.29,0,0,0,51.05,0,0,0,5.49
PANTONE 458 C,80.35,-2.27,54.16,74.63,0.84,0,0,0,22.81,0,0,0,1.72
PANTONE 459 C,82.6,-2.7,51.83,78.5,0.71,0,0,0,19.5,0,0,0,1.29
PANTONE 460 C,85.9,-3.09,42.02,86.59,0.54,0,0,0,12.11,0,0,0,0.76
PANTONE 461 C,88.65,-3.14,33,92.08,0,0,0,0.45,7,0,0,0,0.47
PANTONE 462 C,32.07,8.13,19.41,24.04,0,0,0,0,38.13,0,0,14.02,23.81
PANTONE 4625 C,22.47,15.37,16.93,21.4,0,5.38,0,28.66,0,0,0,0,44.56
PANTONE 463 C,36.96,14.84,28.67,45.63,0,0,0,28.75,0,0,0,0,25.62
PANTONE 4635 C,46.6,19.58,30.87,59.8,0,1.3,0,24.65,0,0,0,0,14.25
PANTONE 464 C,43.8,18.93,36.11,50.67,0,0,0,32.19,0,0,0,0,17.14
PANTONE 4645 C,56.85,17.09,25.67,75.82,0,0.84,0,14.76,0,0,0,0,8.58
PANTONE 465 C,64.86,9.91,34.02,66.14,0,5.3,0,0,26.3,0,2.26,0,0
PANTONE 4655 C,65.12,14.54,20.94,84.59,1.55,0,0,8.45,0,0,0,0,5.41
PANTONE 466 C,71.28,7.49,28.18,78.45,0,3.55,0,0,16.52,0,1.48,0,0
PANTONE 4665 C,71.81,11.82,19.49,89.77,0.54,0,0,6.18,0,0,0,0,3.51
PANTONE 467 C,77.68,5.55,23.94,86.74,0,2.19,0,0,10.25,0,0.82,0,0
PANTONE 4675 C,79.75,8.83,13.44,94.85,0.47,0,0,2.95,0,0,0,0,1.73
PANTONE 468 C,82.67,3.67,18.68,92.13,0,1.33,0,0,6.08,0,0.46,0,0
PANTONE 4685 C,81.84,7.68,12.77,95.81,0.25,0,0,2.54,0,0,0,0,1.4
PANTONE 469 C,31.47,17.31,24.43,18.26,0,9.12,0,55.82,0,0,16.8,0,0
PANTONE 4695 C,26.88,18.37,15.8,23.03,0,15.08,0,0,30.26,0,0,0,31.63
PANTONE 470 C,47.29,28.66,39.85,44.59,0,5.06,0,44.38,0,0,5.97,0,0
PANTONE 4705 C,38.52,20.67,18.61,45.68,0,11.73,0,0,25.31,0,0,0,17.28
PANTONE 471 C,51.93,34.05,48.01,35.52,0,0,0,26.4,26.73,0,0,11.35,0
PANTONE 4715 C,50.08,16.81,16.33,67.2,0,6.93,0,0,15.39,0,0,0,10.48
PANTONE 472 C,71.93,24.83,34.46,80.95,0,0,0,11.8,4.52,0,0,2.73,0
PANTONE 4725 C,60.52,14.24,12.1,81.29,0,4.23,0,0,8.37,0,0,0,6.11
PANTONE 473 C,81.52,16.11,22.05,92.66,0,0,0,5.37,0.99,0,0,0.98,0
PANTONE 4735 C,69.34,10.93,10.52,88.77,0,2.48,0,0,5.17,0,0,0,3.58
PANTONE 474 C,83.71,13.76,18.7,94.56,0,0,0,4.17,0.56,0,0,0.71,0
PANTONE 4745 C,75.78,9.21,6.92,90.36,5.57,0,0,0,2.74,0,1.33,0,0
PANTONE 475 C,86.29,10.96,15.09,96.53,0.56,0,0,2.7,0,0,0,0,0.21
PANTONE 4755 C,80.67,7.39,5,93.99,3.59,0,0,0,1.59,0,0.83,0,0
PANTONE 476 C,25.76,10.88,12.21,12.18,0,0,0,0,38.44,0,0,23.12,26.26
PANTONE 477 C,29.53,18.03,17.76,0,0,0,0,0,57.64,0,0,33.37,8.99
PANTONE 478 C,32.76,23.35,21.85,0.02,0,26.87,0,0,62.23,0,10.88,0,0
PANTONE 479 C,57.52,16.74,18.46,66.65,0,8.84,0,0,21.25,0,3.26,0,0
PANTONE 480 C,71.84,10.75,13.23,86.07,0,3.73,0,0,8.86,0,1.34,0,0
PANTONE 481 C,77.84,8.77,9.06,91.86,0,2.34,0,0,5.01,0,0.79,0,0
PANTONE 482 C,82.01,6.73,7.92,94.56,0,1.55,0,0,3.41,0,0.48,0,0
PANTONE 483 C,27.94,24.83,18.68,16.07,0,20.34,0,0,38.02,0,0,0,25.57
PANTONE 484 C,38.13,45.24,33.76,9.5,0,27.73,0,0,55.02,0,0,0,7.75
PANTONE 485 C,49.88,69.05,53.87,3.54,26.53,19.24,0,0,50.69,0,0,0,0
PANTONE 486 C,69.83,35.26,23.92,79.37,4.65,4.59,0,0,11.39,0,0,0,0
PANTONE 487 C,75.43,26.16,17.53,86.92,8.21,0,0,0,4.36,0,0,0.51,0
PANTONE 488 C,80.05,18.98,12.94,92.14,0,2.72,0,0,5.14,0,0,0,0
PANTONE 489 C,82.55,15.21,11.25,94.02,0,2.03,0,0,3.95,0,0,0,0
PANTONE 490 C,24.58,24.15,9.82,24.79,41.13,0,0,0,0,0,0,0,34.08
PANTONE 491 C,32.43,35.32,15.18,9.01,65.8,0,0,7.82,0,17.37,0,0,0
PANTONE 492 C,36.11,40.7,18.46,2.3,0,0,50.91,38.69,0,0,8.1,0,0
PANTONE 493 C,66.41,35.77,2.39,77.61,0,0,15.11,5.58,0,1.7,0,0,0
PANTONE 494 C,74.58,29.47,-0.08,87.84,0,0,8.63,2.82,0,0.71,0,0,0
PANTONE 495 C,81.92,21.74,-2.14,94.59,0,0,3.91,1.21,0,0,0,0.29,0
PANTONE 496 C,84.54,18.33,-2.57,95.99,0,0,3.29,0.72,0,0,0,0,0
PANTONE 497 C,23.97,15.45,7.48,0,0,0,0,44.59,0,23.89,0,31.52,0
PANTONE 4975 C,17.28,15.61,6.47,0.94,0,0,29.49,14.29,0,0,0,0,55.28
PANTONE 498 C,30.25,22.08,11.55,4.94,0,0,34.72,43.08,0,0,17.26,0,0
PANTONE 4985 C,40.07,27.07,6.21,21.25,0,0,40.89,21.48,0,16.38,0,0,0
PANTONE 499 C,34.55,25.63,14.29,0,0,0,44.41,33.64,0,21.95,0,0,0
PANTONE 4995 C,48.45,26,4.16,46.02,0,0,28.54,14.41,0,11.03,0,0,0
PANTONE 500 C,62.97,26.67,3.33,79.38,16.79,0,0,0,0,3.83,0,0,0
PANTONE 5005 C,57.72,22.06,2.96,66.05,0,0,17.61,9.11,0,7.23,0,0,0
PANTONE 501 C,73.38,21.67,0.65,87.24,0,0,7.54,3.29,0,1.93,0,0,0
PANTONE 5015 C,70.54,17.49,1.23,84.44,0,0,8.27,4.08,0,3.21,0,0,0
PANTONE 502 C,79.99,17.4,-0.97,92.99,0,0,4.43,1.64,0,0.94,0,0,0
PANTONE 5025 C,78.1,14.66,-0.83,91.61,0,0,4.84,1.95,0,1.6,0,0,0
PANTONE 503 C,82.87,14.33,0.43,94.9,0,0,3.07,1.38,0,0.65,0,0,0
PANTONE 5035 C,80.96,12.19,0.13,93.66,0,0,3.5,1.61,0,1.23,0,0,0
PANTONE 504 C,23.64,22.57,3.73,2.61,0,0,0,42.48,0,15.36,0,39.55,0
PANTONE 505 C,29.18,31.57,2.95,9.37,65.37,0,0,0,0,18.8,0,6.46,0
PANTONE 506 C,34.75,37.08,1.55,9.75,0,0,54.53,25.82,0,0,9.9,0,0
PANTONE 507 C,68.29,29.42,-4.67,81.48,0,0,13.21,3.18,0,2.13,0,0,0
PANTONE 508 C,75.79,25.39,-3.47,89.41,0,0,7.78,1.9,0,0.91,0,0,0
PANTONE 509 C,78.75,22.63,-3.79,92,0,0,6.03,1.36,0,0.61,0,0,0
PANTONE 510 C,81.82,19.12,-3.16,94.26,0,0,4.33,1.01,0,0.4,0,0,0
PANTONE 511 C,27.2,28.29,-11.27,15.4,47.98,0,0,0,0,18.28,0,18.34,0
PANTONE 5115 C,23.46,22.5,-8.6,44.54,0,13.31,0,0,0,0,0,10.32,31.83
PANTONE 512 C,35.42,42.27,-22.97,3.34,12.39,0,69.26,0,0,15.01,0,0,0
PANTONE 5125 C,32.27,25.96,-12.62,60.42,0,18.5,0,0,0,0,3.6,0,17.48
PANTONE 513 C,39.35,48.7,-31,10.76,0,0,78.34,0,0,10.9,0,0,0
PANTONE 5135 C,41.68,23.8,-12.81,73.05,0,12.87,0,0,0,0,2.62,0,11.46
PANTONE 514 C,67.54,36.1,-22.53,81.97,0,0,16.84,0.05,0,0,1.14,0,0
PANTONE 5145 C,54.39,19.92,-11.6,84.88,0,7.39,0,0,0,0,1.55,0,6.18
PANTONE 515 C,77.03,26.56,-17.24,92.68,0,0,5.73,0,0,0,0,1.59,0
PANTONE 5155 C,70.66,14.16,-9.43,93.32,0,3.42,0,0,0,1.51,0,0,1.75
PANTONE 516 C,81.67,19.79,-13.59,95.53,0,0,3.35,0,0,0,0,1.12,0
PANTONE 5165 C,79.84,10.11,-7.38,95.83,0,0,0,0,1.28,0,0,2.79,0.1
PANTONE 517 C,84.18,17.81,-11.13,96.3,0,0,3.07,0,0,0,0,0.63,0
PANTONE 5175 C,82.11,8.75,-5.85,96.94,0,1.52,0,0.43,0,1.11,0,0,0
PANTONE 518 C,23.8,17.25,-11.06,45.35,0,3.85,0,0,0,0,0,18.99,31.81
PANTONE 5185 C,23.86,15.09,-6.83,9.25,0,0,0,30.56,0,24.17,0,36.02,0
PANTONE 519 C,27.46,25.89,-20.69,26.82,16.99,28.15,0,0,0,28.04,0,0,0
PANTONE 5195 C,33.46,18.9,-8.62,4.02,0,0,52.81,15.51,0,27.66,0,0,0
PANTONE 520 C,29.2,32.77,-26.4,11.04,0,0,68.31,0,0,0,8.88,0,11.77
PANTONE 5205 C,46.87,17.65,-9.21,45.38,0,0,30.47,8.36,0,15.79,0,0,0
PANTONE 521 C,58.53,24.24,-24.49,85.74,0,9.52,0,0,0,2.77,1.97,0,0
PANTONE 5215 C,64.69,13.49,-8.21,78.2,0,0,12.36,3.06,0,6.38,0,0,0
PANTONE 522 C,68.14,19.27,-20.23,92.21,0,5.32,0,0,0,1.06,1.41,0,0
PANTONE 5225 C,74.37,10.77,-7.21,88.79,0,0,6.58,1.4,0,3.23,0,0,0
PANTONE 523 C,75.16,15.18,-16.05,95.46,0,3.16,0,0,0,0.42,0.96,0,0
PANTONE 5235 C,78.84,9.32,-6.6,92.41,0,0,4.56,0.87,0,2.16,0,0,0
PANTONE 524 C,80.68,11.51,-11.98,97.36,0,1.88,0,0,0,0.13,0.63,0,0
PANTONE 5245 C,84.15,7.23,-5.96,95.85,0,0,2.7,0.3,0,1.15,0,0,0
PANTONE 525 C,26,27.79,-22.84,38.78,0,29.5,0,13.22,0,0,18.5,0,0
PANTONE 5255 C,11.18,8.23,-17.49,5.02,0,0,0,0,0,0,13.03,37.25,44.7
PANTONE 526 C,33.07,41.74,-39.83,56.85,0,25.23,0,0,0,0,8.11,9.81,0
PANTONE 5265 C,26.56,10.64,-23.21,15.78,29.66,0,0,0,0,33.28,0,21.28,0
PANTONE 527 C,37.59,49.57,-50.48,7.85,0,0,81.09,0,0,0,11.06,0,0
PANTONE 5275 C,37.17,9.45,-21.88,61.04,0,0,0,0,0,9.46,0,17.65,11.85
PANTONE 528 C,62.03,34.13,-37.08,83.75,0,0,5.61,0,0,0,0,10.64,0
PANTONE 5285 C,58.37,7.01,-17.16,76.96,0,0,11.49,4.44,0,0,7.11,0,0
PANTONE 529 C,72.15,25.8,-28.74,91.28,0,0,2.89,0,0,0,0,5.83,0
PANTONE 5295 C,72.86,5.14,-13.73,93.29,0,0,0,1.7,0,0,1.95,3.06,0
PANTONE 530 C,79.1,19.32,-21.78,94.95,0,0,1.64,0,0,0,0,3.41,0
PANTONE 5305 C,79.87,4.21,-11.5,93.18,0,0,4.17,0,0,2.65,0,0,0
PANTONE 531 C,83.62,14.72,-17,96.81,0,0,0.92,0,0,0,0,2.27,0
PANTONE 5315 C,86.36,3.17,-8.8,98.44,0,0,0,0,0,0.38,0.11,1.07,0
PANTONE 532 C,12.4,1.34,-8.08,12.09,0,0,0,0,0,0,12.84,17.67,57.4
PANTONE 533 C,17.36,2.73,-18.91,2.33,0,29.44,0,0,0,50.6,0,0,17.63
PANTONE 534 C,22.16,1.83,-28.38,4.25,0,32.58,0,1.93,0,61.24,0,0,0
PANTONE 535 C,65.03,0.46,-20.75,87.05,0,4.75,0,0,0,6.85,1.35,0,0
PANTONE 536 C,72.05,-0.69,-17.43,91.13,0,1.8,0,0,0,5.36,0,1.71,0
PANTONE 537 C,79.96,-0.39,-13.73,95.17,0,0,2.48,0.36,0,0,1.99,0,0
PANTONE 538 C,82.89,-0.68,-10.57,96.79,0,0,1.64,0,0,0,1.26,0,0.31
PANTONE 539 C,13.59,-5.63,-18.33,8.46,0,13.84,0,0,0,0,39.36,0,38.34
PANTONE 5395 C,10.59,-4.64,-12.42,0,0,12.49,0,0,0,0,36.01,0,51.5
PANTONE 540 C,17.91,-5.51,-31.98,12.74,0,16.88,0,0,0,0,50.98,0,19.4
PANTONE 5405 C,46.71,-7.53,-19.89,59.53,0,11.54,0,0,2.48,26.45,0,0,0
PANTONE 541 C,22.77,-4.81,-41.45,3.58,0,26.16,0,0,0,38.21,32.05,0,0
PANTONE 5415 C,51.05,-6.91,-20.11,70.67,0,0,0,0,8.8,0,10.22,10.31,0
PANTONE 542 C,68.75,-8.1,-29.74,91.32,0,1.96,0,0,0,0,6.3,0.42,0
PANTONE 5425 C,61.13,-5.77,-17.9,87.93,0,2.38,0,0,0,0,6.04,0,3.65
PANTONE 543 C,78.26,-5.78,-22.32,95.66,0,0,0,0,0,0,2.75,1.59,0
PANTONE 5435 C,74.59,-3.73,-14.12,93.24,3.11,0,0,0,0,0,3.3,0.35,0
PANTONE 544 C,83.91,-3.9,-16.7,97.37,0,0,0,0,0,0,1.59,1.04,0
PANTONE 5445 C,79.76,-2.77,-12.16,95.89,1.61,0,0,0,0,0,2.01,0.49,0
PANTONE 545 C,85.9,-3.16,-14.21,97.93,0,0,0,0,0,0,1.23,0.84,0
PANTONE 5455 C,81.77,-2.43,-11.12,96.5,0,0,1.54,0,0,0,1.51,0,0.45
PANTONE 546 C,15.41,-9.73,-8.84,18.23,0,4.22,0,0,0,0,27.29,0,50.26
PANTONE 5463 C,13.76,-9.98,-8.63,10.78,0,3.4,0,0,0,0,31.35,0,54.47
PANTONE 5467 C,19.31,-10.85,-1.99,28.82,0,0,0,0,2.74,0,17.7,0,50.74
PANTONE 547 C,16.87,-15.83,-14.86,14.28,0,4.1,0,0,0,0,41.35,0,40.27
